Event,Date,Heat,Type,raceid,eventid,Finishers
"שבילי עמק המעיינות II, 2107",31/03/2017,"10 ק""מ",10K,22466,7042,35
לרוץ ברוח טובה 2017,31/03/2017,"ריצה 10 ק""מ",10K,22430,7033,335
מרוץ לוד 2017,31/03/2017,2k,2K,22427,7032,122
מרוץ אלקנה,31/03/2017,10k Men,10K,22435,7035,39
מרוץ אלוני יצחק 2017,31/03/2017,"10 ק""מ",,22432,7034,86
לרוץ ברוח טובה 2017,31/03/2017,"ריצה 3.5 ק""מ",,22431,7033,468
מרוץ לוד 2017,31/03/2017,5k,5K,22428,7032,578
מרוץ אלקנה,31/03/2017,5k Women,5K,22436,7035,20
מרוץ אלוני יצחק 2017,31/03/2017,"5.5 ק""מ",,24932,7034,105
"שבילי עמק המעיינות II, 2107",31/03/2017,"30 ק""מ",,22462,7042,6
מרוץ לוד 2017,31/03/2017,מגב,5K,22449,7032,344
מרוץ אלקנה,31/03/2017,5k Men,5K,22437,7035,101
"מרוץ אליצור השומרון ע""ש גלעד זר 2017",31/03/2017,"10 ק""מ ריצה תחרותית",10K,22438,7036,101
"שבילי עמק המעיינות II, 2107",31/03/2017,"20 ק""מ",,22463,7042,38
מרוץ לוד 2017,31/03/2017,10k,10K,22429,7032,327
"מרוץ אליצור השומרון ע""ש גלעד זר 2017",31/03/2017,"5 ק""מ ריצה תחרותית",5K,22439,7036,100
"שבילי עמק המעיינות II, 2107",31/03/2017,משולב 20+10,,22464,7042,5
בשבילי עמק המעיינות I,30/03/2017,משולב 20+10,10K,22443,7037,5
בשבילי עמק המעיינות I,30/03/2017,"5 ק""מ לזכר אבנר",5K,22444,7037,31
בשבילי עמק המעיינות I,30/03/2017,"5 ק""מ",5K,22467,7037,15
בשבילי עמק המעיינות I,30/03/2017,משולב 10+10,10K,22440,7037,9
בשבילי עמק המעיינות I,30/03/2017,"50 ק""מ",,22441,7037,12
בשבילי עמק המעיינות I,30/03/2017,"10 ק""מ לזכר אבנר",10K,22442,7037,21
מרוץ אבן יהודה ה-9,25/03/2017,"10 ק""מ ריצה תחרותית",10K,22020,6988,76
מרוץ עומר 2017,25/03/2017,"10 ק""מ",10K,22015,6986,107
מרוץ אבן יהודה ה-9,25/03/2017,"5 ק""מ ריצה תחרותית",5K,22021,6988,278
מרוץ עומר 2017,25/03/2017,"5 ק""מ",5K,22016,6986,118
מרוץ אבן יהודה ה-9,25/03/2017,"2 ק""מ ריצה תחרותית",2K,22022,6988,739
מרוץ עומר 2017,25/03/2017,"2 ק""מ",2K,22017,6986,200
מרוץ עיינות,25/03/2017,"10 ק""מ",10K,22018,6987,156
מרוץ עיינות,25/03/2017,"4 ק""מ",,22019,6987,249
מרוץ אור יהודה 2017,24/03/2017,"10 ק""מ ריצה תחרותית",10K,22000,6980,303
מרוץ רעננה 2017,24/03/2017,תקשוב,,22004,6982,218
סבב אליפות אירופה מים פתוחים,24/03/2017,Women 5km,5K,22006,6983,18
מרוץ עדנים 2017,24/03/2017,"5 ק""מ ריצה",5K,22007,6984,160
מרוץ עדנים 2017,24/03/2017,"25 ק""מ רכיבה",,22008,6984,27
מרוץ עדנים 2017,24/03/2017,חצי מרתון,חצי מרתון,22009,6984,21
מרוץ דימונה טבע טק,24/03/2017,2k,2K,22045,6994,277
מרוץ רעננה 2017,24/03/2017,"ריצה 10 ק""מ",10K,22002,6982,1146
מרוץ עדנים 2017,24/03/2017,"10 ק""מ ריצה",10K,22010,6984,90
מרוץ דימונה טבע טק,24/03/2017,5k,5K,22046,6994,33
מרוץ רעננה 2017,24/03/2017,אופני יד,,22003,6982,34
סבב אליפות אירופה מים פתוחים,24/03/2017,Men 5km,5K,22005,6983,21
מרוץ דימונה טבע טק,24/03/2017,10k,10K,22047,6994,30
אולטרה עוטף עזה,23/03/2017,בודדים,,22030,6991,12
Challenge 24,23/03/2017,24 challenge,,22936,7135,60
"מרוץ האוניברסיטה ה-7 ע""ש נועם גולדמן",22/03/2017,"5 ק""מ ריצה תחרותית",,22001,7502,427
מרוץ בבלי ה-2,17/03/2017,5000 מטר תחרותי,5K,21986,6974,57
מרוץ בבלי ה-2,17/03/2017,3000 מטר תחרותי,,21987,6974,48
Jerusalem Marathon 2017,17/03/2017,5KM,5K,28509,6975,2984
מרוץ בבלי ה-2,17/03/2017,1200 מטר תחרותי,,21988,6974,578
Jerusalem Marathon 2017,17/03/2017,10KM,10K,28508,6975,7990
Jerusalem Marathon 2017,17/03/2017,42.2KM,מרתון,28506,6975,1373
Jerusalem Marathon 2017,17/03/2017,21.1KM,חצי מרתון,28507,6975,4747
משחקי אסא 2017,15/03/2017,"ריצת שטח 5 ק""מ - סטודנטיות",,21984,6973,19
משחקי אסא 2017,15/03/2017,"ריצת שטח 5 ק""מ - סטודנטים",,21985,6973,31
אקווטלון האקדמיה בוינגייט,11/03/2017,עלית,,21977,6969,3
אקווטלון האקדמיה בוינגייט,11/03/2017,מיני ספרינט בנים 14-15,15K,21971,6969,65
אקווטלון האקדמיה בוינגייט,11/03/2017,בנים 13,,21978,6969,49
אקווטלון האקדמיה בוינגייט,11/03/2017,מיני ספרינט בנות 14-15,15K,21972,6969,29
אקווטלון האקדמיה בוינגייט,11/03/2017,ילדים עד גיל 9,,21966,6969,41
אקווטלון האקדמיה בוינגייט,11/03/2017,בנים 11,,21979,6969,30
אקווטלון האקדמיה בוינגייט,11/03/2017,נוער 16-19,,21973,6969,42
אקווטלון האקדמיה בוינגייט,11/03/2017,בנים 10,10K,21967,6969,25
אקווטלון האקדמיה בוינגייט,11/03/2017,עילית נשים,,21980,6969,3
אקווטלון האקדמיה בוינגייט,11/03/2017,נערות 16-19,,21974,6969,13
אקווטלון האקדמיה בוינגייט,11/03/2017,בנות 10-11,10K,21968,6969,36
מרוץ כפר-סבא 2017,11/03/2017,"ריצה 10 ק""מ",10K,21964,7468,1129
אקווטלון האקדמיה בוינגייט,11/03/2017,בוגרים,,21975,6969,22
אקווטלון האקדמיה בוינגייט,11/03/2017,בנים 12,,21969,6969,38
מרוץ כפר-סבא 2017,11/03/2017,אופני יד,,21965,7468,15
אקווטלון האקדמיה בוינגייט,11/03/2017,בוגרות,,21976,6969,10
אקווטלון האקדמיה בוינגייט,11/03/2017,בנות 12-13,,21970,6969,54
רצים לדרום הפורח 2017,04/03/2017,14 קילומטרים נשים,,21955,6966,33
מרוץ נס ציונה,04/03/2017,10 קילומטר ריצה,,21952,6963,408
רצים לדרום הפורח 2017,04/03/2017,14 קילומטרים גברים,,21956,6966,30
מרוץ נס ציונה,04/03/2017,5 קילומטר ריצה,,21951,6963,285
רצים לדרום הפורח 2017,04/03/2017,21 קילומטרים נשים,,21957,6966,12
מרוץ נס ציונה,04/03/2017,2 קילומטר,,21950,6963,426
רצים לדרום הפורח 2017,04/03/2017,21 קילומטרים גברים,,21958,6966,36
רצים לדרום הפורח 2017,04/03/2017,5 קילומטרים נשים,,21960,6966,56
רצים לדרום הפורח 2017,04/03/2017,5 קילומטרים גברים,,21961,6966,57
מרוץ הנגב ה-5,03/03/2017,5k,5K,25607,7561,41
מרוץ הגליל העליון ה-3,03/03/2017,"15 ק""מ",15K,21937,6959,213
"מרוץ ראש העין ה-7 ע""ש שי דנור",03/03/2017,"5 ק""מ ריצה תחרותית",5K,21945,6961,214
מרוץ הנגב ה-5,03/03/2017,2k,,25608,7561,42
מרוץ הגליל העליון ה-3,03/03/2017,"5 ק""מ",5K,21938,6959,158
"מרוץ ראש העין ה-7 ע""ש שי דנור",03/03/2017,"2 ק""מ ריצה תחרותית",2K,21946,6961,240
מרוץ הנגב ה-5,03/03/2017,9k,,25609,7561,49
"מרוץ ראש העין ה-7 ע""ש שי דנור",03/03/2017,"10 ק""מ ריצה תחרותית",10K,21944,6961,158
מרוץ הלילה של אילת 2017,02/03/2017,"10 ק""מ",10K,21935,6958,189
מרוץ הלילה של אילת 2017,02/03/2017,"5 ק""מ",5K,21936,6958,261
מירוץ הכלניות ה-4,24/02/2017,5k,5K,21931,6956,185
מירוץ הכלניות ה-4,24/02/2017,10k,10K,21932,6956,119
מרתון סמסונג תל-אביב 2017,24/02/2017,מרתון,מרתון,21924,6955,2085
מירוץ הכלניות ה-4,24/02/2017,2k,2K,21933,6956,141
מרתון סמסונג תל-אביב 2017,24/02/2017,חצי מרתון,חצי מרתון,21922,6955,7704
מרתון סמסונג תל-אביב 2017,24/02/2017,"10 ק""מ",10K,21926,6955,13171
מרתון סמסונג תל-אביב 2017,24/02/2017,אופני יד,,21923,6955,65
אליפות ישראל במרוצי שדה,17/02/2017,"נערות 19  5,100מ",,21909,6952,8
אליפות ישראל במרוצי שדה,17/02/2017,ילדות עד 11,,21916,6952,92
אליפות ישראל במרוצי שדה,17/02/2017,"קדטים 17 3,900מ",,21910,6952,79
אליפות ישראל במרוצי שדה,17/02/2017,ילדים עד 11,,21917,6952,87
מרוץ סביון 2017,17/02/2017,"10 ק""מ ריצה תחרותית",10K,21918,6953,319
אליפות ישראל במרוצי שדה,17/02/2017,"קדטיות 17  2,400מ",,21911,6952,39
מרוץ סביון 2017,17/02/2017,"5 ק""מ ריצה תחרותית",5K,21919,6953,448
אליפות ישראל במרוצי שדה,17/02/2017,"ילדות 14-15  1,900מ",,21912,6952,146
מרוץ סביון 2017,17/02/2017,"2 ק""מ ריצה תחרותית",2K,21920,6953,204
אליפות ישראל במרוצי שדה,17/02/2017,"ילדים 14-15 2,500מ",,21913,6952,175
אליפות ישראל במרוצי שדה,17/02/2017,"בוגרים ארוך,  10,450מ",,21907,6952,118
אליפות ישראל במרוצי שדה,17/02/2017,ילדות 12-13,,21914,6952,153
אליפות ישראל במרוצי שדה,17/02/2017,"נוער עד 19  8,440מ",,21908,6952,20
אליפות ישראל במרוצי שדה,17/02/2017,ילדים  12-13,,21915,6952,159
מרוץ ראשון לציון 2017,03/02/2017,"15 ק""מ",15K,21848,6942,809
מרוץ עיר האבות ה-9,03/02/2017,"2 ק""מ ריצה תחרותית",2K,21852,6943,35
מרוץ ראשון לציון 2017,03/02/2017,"5 ק""מ",5K,21849,6942,447
מרוץ עיר האבות ה-9,03/02/2017,"10 ק""מ ריצה תחרותית",10K,21850,6943,55
מרוץ עיר האבות ה-9,03/02/2017,"5 ק""מ ריצה תחרותית",5K,21851,6943,88
גביע הים האדום,28/01/2017,7.5 קילומטר,,21844,6941,15
גביע הים האדום,28/01/2017,5 קילומטר,,21845,6941,57
גביע הים האדום,28/01/2017,1500 מטר,,21846,6941,89
"מרוץ הבית ה -2 ע""ש עומר מנוס",20/01/2017,"21.1 ק""מ ריצה תחרותית",חצי מרתון,21763,7496,358
"מרוץ הבית ה -2 ע""ש עומר מנוס",20/01/2017,"10 ק""מ ריצה תחרותית",10K,21764,7496,654
"מרוץ הבית ה -2 ע""ש עומר מנוס",20/01/2017,"5 ק""מ ריצה תחרותית",5K,21765,7496,115
אליפות ארצית במרוצי שדה לבתי ספר 2017,17/01/2017,תלמידות ט,,21760,6929,82
אליפות ארצית במרוצי שדה לבתי ספר 2017,17/01/2017,תלמידים י-יב,,21761,6929,75
אליפות ארצית במרוצי שדה לבתי ספר 2017,17/01/2017,תלמידות י-יב,,21762,6929,81
אליפות ארצית במרוצי שדה לבתי ספר 2017,17/01/2017,תלמידים ז-ח,,21757,6929,103
אליפות ארצית במרוצי שדה לבתי ספר 2017,17/01/2017,תלמידות ז-ח,,21758,6929,96
אליפות ארצית במרוצי שדה לבתי ספר 2017,17/01/2017,תלמידים ט,,21759,6929,86
מרוץ ירוחם ה-4 'בין מכתש לאגם',13/01/2017,"10 ק""מ ריצה תחרותית",10K,21755,6928,217
מרוץ ירוחם ה-4 'בין מכתש לאגם',13/01/2017,"5 ק""מ ריצה תחרותית",5K,21756,6928,217
"מרוץ הערבה, ע""ש יוני פרידמן",07/01/2017,חצי מרתון,חצי מרתון,21723,6903,73
"מרוץ הערבה, ע""ש יוני פרידמן",07/01/2017,10קמ,,21724,6903,147
"מרוץ הערבה, ע""ש יוני פרידמן",07/01/2017,5קמ,,21725,6903,121
מרתון Winner טבריה 2017,06/01/2017,10km,10K,21720,6901,1170
מרוץ נתיבות ה-1,06/01/2017,"5 ק""מ ריצה תחרותית",5K,21722,6902,113
מרתון Winner טבריה 2017,06/01/2017,Marathon,מרתון,21719,6901,1328
מרוץ נתיבות ה-1,06/01/2017,"10 ק""מ ריצה תחרותית",10K,21721,6902,111
מרוץ התחתונים ה-6,30/12/2016,10 קילומטר ריצה,,21702,6886,288
מרוץ התחתונים ה-6,30/12/2016,5 קילומטר ריצה,,21701,6886,356
מרוץ שפיים 2016,24/12/2016,"2 ק""מ ריצה",2K,21623,6876,76
מרוץ שפיים 2016,24/12/2016,"5 ק""מ הליכה",5K,21624,6876,21
מרוץ שפיים 2016,24/12/2016,"10 ק""מ ריצה",10K,21621,6876,15
מרוץ שפיים 2016,24/12/2016,"5 ק""מ ריצה",5K,21622,6876,27
Christmas Run 2016,23/12/2016,"6 ק""מ ריצה תחרותית",,21619,6875,169
Christmas Run 2016,23/12/2016,"2 ק""מ ריצה תחרותית",2K,21620,6875,199
מרוץ הוד השרון ה-8,23/12/2016,"10 ק""מ ריצה תחרותית",10K,21615,6873,655
מרוץ הוד השרון ה-8,23/12/2016,"5 ק""מ ריצה תחרותית",5K,21616,6873,376
Christmas Run 2016,23/12/2016,"10 ק""מ ריצה תחרותית",10K,21618,6875,106
"מרוץ הלפיד בסוסיא ע""ש דרור ויינברג 2016",22/12/2016,"10 ק""מ ריצה תחרותית",10K,21617,6874,158
Desert Challenge 2016,16/12/2016,"רכיבה שישי - מסוע קצר 35 ק""מ",,26668,6869,234
Desert Challenge 2016,16/12/2016,"ריצת לילה 10 ק""מ",10K,21593,6869,126
Desert Challenge 2016,16/12/2016,"רכיבה שבת - 48 ק""מ",,26669,6869,182
Desert Challenge 2016,16/12/2016,"רכיבה 24 ק""מ - נשים אתנה",,26670,6869,51
מרוץ להבים,16/12/2016,"10 ק""מ",10K,21587,6868,51
מרוץ להבים,16/12/2016,"5 ק""מ",5K,21588,6868,78
Desert Challenge 2016,16/12/2016,"רכיבה שישי - המסוע 62 ק""מ",,26665,6869,112
Desert Challenge 2016,16/12/2016,"ריצת לילה 35 ק""מ",,21590,6869,37
מרוץ בניה ה-11 בקרני שומרון,16/12/2016,"10 ק""מ ריצה תחרותית",10K,21594,7478,194
מרוץ להבים,16/12/2016,"3 ק""מ",,21589,6868,99
Desert Challenge 2016,16/12/2016,מלך ההר,,26666,6869,120
Desert Challenge 2016,16/12/2016,"ריצת לילה 21 ק""מ",,21591,6869,135
Desert Challenge 2016,16/12/2016,"רכיבה שבת - 24 ק""מ",,26667,6869,198
Desert Challenge 2016,16/12/2016,"ריצת לילה 5 ק""מ",5K,21592,6869,71
"כרמל טרייל 2016, יום III",10/12/2016,"2.5 ק""מ",5K,21585,6867,4
"כרמל טרייל 2016, יום III",10/12/2016,חד יומי ארוך 10.12.16,10K,21586,6867,19
"כרמל טרייל 2016, יום III",10/12/2016,יחידים,,21580,6867,18
"כרמל טרייל 2016, יום III",10/12/2016,זוגות מלא,,21581,6867,5
"כרמל טרייל 2016, יום III",10/12/2016,שלשות שליחים,,21582,6867,2
"כרמל טרייל 2016, יום III",10/12/2016,"10 ק""מ",10K,21583,6867,28
"כרמל טרייל 2016, יום III",10/12/2016,"5 ק""מ",5K,21584,6867,85
מרוץ מודיעין ה-12,09/12/2016,"1.2 ק""מ ריצה בתי ספר",,21569,6863,379
חצי מרתון השרון 2016,09/12/2016,"10ק""מ",,21571,6864,332
חצי מרתון השרון 2016,09/12/2016,5 קמ,5K,21572,6864,606
מרוץ העגור 2016,09/12/2016,10k,,21564,6862,717
"כרמל טרייל 2016, יום II",09/12/2016,יחידים,,21576,6866,19
מרוץ העגור 2016,09/12/2016,21k,,21565,6862,464
מרוץ מודיעין ה-12,09/12/2016,"10 ק""מ ריצה תחרותית",10K,21566,6863,639
"כרמל טרייל 2016, יום II",09/12/2016,זוגות מלא,,21577,6866,5
מרוץ מודיעין ה-12,09/12/2016,"5 ק""מ ריצה תחרותית",5K,21567,6863,815
"כרמל טרייל 2016, יום II",09/12/2016,שלשות שליחים,,21578,6866,2
מרוץ מודיעין ה-12,09/12/2016,1.8 ריצה תחרותית,,21568,6863,680
"כרמל טרייל 2016, יום II",09/12/2016,חד יומי ארוך 9.12.16,,21579,6866,18
חצי מרתון השרון 2016,09/12/2016,חצי מרתון,חצי מרתון,21570,6864,261
"כרמל טרייל 2016, יום I",08/12/2016,יחידים,,21573,6865,22
"כרמל טרייל 2016, יום I",08/12/2016,זוגות מלא,,21574,6865,5
"כרמל טרייל 2016, יום I",08/12/2016,שלשות שליחים,,21575,6865,2
מרוץ עמיצור 2016,06/12/2016,"5 ק""מ ריצה תחרותית",5K,21563,6861,305
חצי מרתון עמק המעיינות,02/12/2016,אופני יד 1/2 מרתון,מרתון,21531,6856,25
חצי מרתון עמק המעיינות,02/12/2016,"6 ק""מ",,21532,6856,106
חצי מרתון עמק המעיינות,02/12/2016,שליחים,,21561,6856,9
חצי מרתון עמק המעיינות,02/12/2016,חצי מרתון,חצי מרתון,21530,6856,2287
מרוץ דגניה ב,26/11/2016,"5 ק""מ",5K,21517,6850,67
מרוץ דגניה ב,26/11/2016,1500מ,,21518,6850,64
מרוץ דגניה ב,26/11/2016,"10 ק""מ",10K,21516,6850,16
מרוץ השלום לזכרו של יצחק רבין 2016,23/11/2016,"3.5 ק""מ",,21515,7475,126
מרוץ השלום לזכרו של יצחק רבין 2016,23/11/2016,"6.5 ק""מ",,21514,7475,74
אליפות בתי הספר ברמת גן 2016,21/11/2016,תלמידים ה-ו,,21519,6851,110
אליפות בתי הספר ברמת גן 2016,21/11/2016,תלמידות ה-ו,,21520,6851,92
אליפות בתי הספר ברמת גן 2016,21/11/2016,תלמידים ז-ח,,21521,6851,88
אליפות בתי הספר ברמת גן 2016,21/11/2016,תלמידות ז-ח,,21522,6851,69
מרוץ מעגן מיכאל,19/11/2016,"2 ק""מ",2K,21508,6844,289
מרוץ מעגן מיכאל,19/11/2016,"10 ק""מ",10K,21505,6844,44
מרוץ מעגן מיכאל,19/11/2016,"5 ק""מ ריצה",5K,21506,6844,74
מרוץ מעגן מיכאל,19/11/2016,"5 ק""מ הליכה",5K,21507,6844,18
"המרתון המדברי, אילת 2016",18/11/2016,מרתון,מרתון,21501,6843,353
"המרתון המדברי, אילת 2016",18/11/2016,חצי מרתון,חצי מרתון,21502,6843,524
"המרתון המדברי, אילת 2016",18/11/2016,"10 ק""מ",10K,21503,6843,314
"המרתון המדברי, אילת 2016",18/11/2016,"5 ק""מ",5K,21504,6843,128
מרוץ הלילה של תל-אביב,16/11/2016,"10 ק""מ",10K,21499,6841,17107
מרוץ משגב 2016,12/11/2016,10k,10K,25583,6812,122
מרוץ אייל 2016,12/11/2016,"15 ק""מ",15K,21328,6811,2942
מרוץ אייל 2016,12/11/2016,"5 ק""מ",5K,21329,6811,658
מרוץ משגב 2016,12/11/2016,2k,2K,25581,6812,70
מרוץ אייל 2016,12/11/2016,"2 ק""מ",2K,21330,6811,568
מרוץ משגב 2016,12/11/2016,5k,5K,25582,6812,87
מרוץ ספארי רמת-גן,11/11/2016,"ריצה 10 ק""מ",,21326,6810,333
מרוץ ספארי רמת-גן,11/11/2016,"ריצה 5 ק""מ",,21327,6810,331
אליפות בתי הספר באופקים 2016,08/11/2016,"5 ק""מ",5K,21323,6809,16
אליפות בתי הספר באופקים 2016,08/11/2016,"3 ק""מ",,21324,6809,74
אליפות בתי הספר באופקים 2016,08/11/2016,"2 ק""מ",2K,21325,6809,30
מרוץ סאקוני בת חפר ה-18,04/11/2016,"1.5 ק""מ ריצה תחרותית",,21312,7477,132
מרוץ דקל הטום 2016,04/11/2016,"הליכה 10 ק""מ",10K,21307,6801,12
מרוץ כוכב יאיר צור יגאל 2016,04/11/2016,"5 ק""מ",,21315,6803,148
חצי מרתון חיפה ה-19,04/11/2016,חצי מרתון,,21302,6800,508
מרוץ אינטל 2016,04/11/2016,"10 ק""מ ריצה תחרותית",10K,21313,7476,58
חצי מרתון חיפה ה-19,04/11/2016,"10 ק""מ",,21303,6800,988
מרוץ אינטל 2016,04/11/2016,"5 ק""מ ריצה תחרותית",5K,21314,7476,38
חצי מרתון חיפה ה-19,04/11/2016,"5 ק""מ",,21304,6800,646
מרוץ סאקוני בת חפר ה-18,04/11/2016,"12 ק""מ ריצה תחרותית",,21310,7477,47
מרוץ דקל הטום 2016,04/11/2016,9.3 קמ ריצה,,21305,6801,310
מרוץ סאקוני בת חפר ה-18,04/11/2016,"5 ק""מ ריצה תחרותית",5K,21311,7477,97
מרוץ דקל הטום 2016,04/11/2016,"3 ק""מ בתי ספר",,21306,6801,86
מרוץ כוכב יאיר צור יגאל 2016,04/11/2016,"10 ק""מ",,21309,6803,115
מרוץ המדרגות של עזריאלי ה-14,03/11/2016,עילית,,21299,6799,31
מרוץ המדרגות של עזריאלי ה-14,03/11/2016,קבוצות גיל,,21300,6799,237
מרוץ הנשים בהרצליה 2016,03/11/2016,"5 ק""מ ריצה תחרותית",5K,21298,6798,248
מרוץ המדרגות של עזריאלי ה-14,03/11/2016,קבוצות וחברות,,21301,6799,49
ספורטיאדה ריצה ואופניים יום I,02/11/2016,"ריצה 5 ק""מ",5K,21316,6806,178
ספורטיאדה ריצה ואופניים יום I,02/11/2016,"רכיבה 20 ק""מ  דרג א",,21317,6806,65
ספורטיאדה ריצה ואופניים יום I,02/11/2016,אופני טנדם,,21318,6806,32
ספורטיאדה ריצה ואופניים יום I,02/11/2016,"רכיבה 20 ק""מ  דרג ב",,21319,6806,92
מרוץ אשדוד אליפות ישראל,01/11/2016,"ריצה 10 ק""מ",10K,21292,6795,322
מרוץ אשדוד אליפות ישראל,01/11/2016,"ריצה 5 ק""מ",5K,21293,6795,359
מרוץ BIG קרית שמונה 2016,28/10/2016,"21.1 ק""מ ריצה תחרותית",חצי מרתון,21276,6790,37
מרוץ BIG קרית שמונה 2016,28/10/2016,"10 ק""מ ריצה תחרותית",10K,21277,6790,139
מרוץ קניון ארנה נהריה,28/10/2016,"10 ק""מ",10K,21275,6789,94
מרוץ BIG קרית שמונה 2016,28/10/2016,"3 ק""מ ריצה תחרותית",,21278,6790,143
מרוץ לחיים ה-3 לזכרו של חיים טורג'מן,27/10/2016,"4 ק""מ ריצה תחרותית",,21296,6797,42
סובב עמק 2016,27/10/2016,200km,,21270,6787,16
מרוץ לחיים ה-3 לזכרו של חיים טורג'מן,27/10/2016,"2 ק""מ ריצה תחרותית",2K,21297,6797,23
סובב עמק 2016,27/10/2016,166km,,21271,6787,20
סובב עמק 2016,27/10/2016,33k,,21265,6787,775
סובב עמק 2016,27/10/2016,21k,,21266,6787,374
סובב עמק 2016,27/10/2016,61k,,21267,6787,207
סובב עמק 2016,27/10/2016,133km,,21268,6787,7
סובב עמק 2016,27/10/2016,100km,,25606,6787,105
מרוץ לחיים ה-3 לזכרו של חיים טורג'מן,27/10/2016,"8 ק""מ ריצה תחרותית",,21295,6797,59
סובב עמק 2016,27/10/2016,12k,,21269,6787,283
מרוץ נהריה 2016,21/10/2016,"3 ק""מ",,21058,6619,119
מרוץ נהריה 2016,21/10/2016,"5 ק""מ",5K,21059,6619,254
"מרתון התנ""ך 2016",21/10/2016,42k,,21065,6621,90
מרוץ נהריה 2016,21/10/2016,"10 ק""מ",10K,21060,6619,317
"מרתון התנ""ך 2016",21/10/2016,21k,,21066,6621,180
מרוץ נחל שורק 2016,21/10/2016,"10 ק""מ ריצה תחרותית",10K,21062,6620,235
מרוץ הסמטה 2016,21/10/2016,5k,5K,25579,6622,112
מרוץ נהריה 2016,21/10/2016,ילדים 700 מטר,,21061,6619,212
"מרתון התנ""ך 2016",21/10/2016,10k,10K,21067,6621,182
מרוץ נחל שורק 2016,21/10/2016,"5 ק""מ ריצה תחרותית",5K,21063,6620,250
מרוץ הסמטה 2016,21/10/2016,10k,10K,25580,6622,90
"מרתון התנ""ך 2016",21/10/2016,5k,5K,21068,6621,312
מרוץ נחל שורק 2016,21/10/2016,"2 ק""מ ריצה תחרותית",2K,21064,6620,167
מרוץ המעפיל 2016,17/10/2016,"10 ק""מ",10K,21048,6617,9
מרוץ המעפיל 2016,17/10/2016,"5 ק""מ",5K,21049,6617,45
מרוץ המעפיל 2016,17/10/2016,"2 ק""מ",2K,21050,6617,114
מרוץ המעפיל 2016,17/10/2016,אפרוחים,,21051,6617,2
מרוץ לילה חוף חפר 2016,15/10/2016,"4.3 ק""מ",,21046,6616,113
מרוץ לילה חוף חפר 2016,15/10/2016,2300 מטר,,21047,6616,206
מרוץ לילה חוף חפר 2016,15/10/2016,"7.9 ק""מ",,21045,6616,54
מרוץ בית יצחק,14/10/2016,300 מטר קטקטים,,21033,6611,2
מרוץ בית יצחק,14/10/2016,"2 ק""מ",2K,21034,6611,89
מרוץ בית יצחק,14/10/2016,"5 ק""מ",5K,21035,6611,143
מרוץ בית יצחק,14/10/2016,"10 ק""מ",10K,21036,6611,113
"מרוץ גליל ים ה-33 ע""ש זיו גרוך",08/10/2016,"5 ק""מ ריצה תחרותית",5K,21015,6602,153
"מרוץ גליל ים ה-33 ע""ש זיו גרוך",08/10/2016,"2 ק""מ ריצה תחרותית",2K,21016,6602,104
"מרוץ גליל ים ה-33 ע""ש זיו גרוך",08/10/2016,"10 ק""מ ריצה תחרותית",10K,21014,6602,113
חצי מרתון אשכול גליל מערבי,07/10/2016,"5 ק""מ",5K,21001,6599,156
מרוץ חבר,07/10/2016,"15ק""מ",,21002,6600,826
מרוץ חבר,07/10/2016,"10ק""מ",,21003,6600,1258
מרוץ חבר,07/10/2016,"5 ק""מ",5K,21004,6600,1005
חצי מרתון אשכול גליל מערבי,07/10/2016,חצי מרתון,חצי מרתון,20999,6599,196
חצי מרתון אשכול גליל מערבי,07/10/2016,"10 ק""מ",10K,21000,6599,228
מרוץ כפר ורדים 2016,30/09/2016,"8 ק""מ ריצה תחרותית",,20982,6594,47
מרוץ כפר ורדים 2016,30/09/2016,"4 ק""מ ריצה תחרותית",,20983,6594,67
מרוץ כפר ורדים 2016,30/09/2016,"2 ק""מ ריצה תחרותית",2K,20984,6594,69
חיפה אולטרה טרייל,29/09/2016,"80 ק""מ שליחים",,20965,6588,38
חיפה אולטרה טרייל,29/09/2016,"10 ק""מ NIGHT RUN",10K,20966,6588,319
חיפה אולטרה טרייל,29/09/2016,"80 ק""מ אולטרה",,20967,6588,16
חיפה אולטרה טרייל,29/09/2016,"60 ק""מ אולטרה",,20968,6588,24
חיפה אולטרה טרייל,29/09/2016,"42 ק""מ אולטרה",,20969,6588,42
"מרוץ תנ""ח תש""ח",28/09/2016,אלכסנדרוני,,20981,6591,6
"מרוץ תנ""ח תש""ח",28/09/2016,30k,,20979,6591,85
"מרוץ תנ""ח תש""ח",28/09/2016,Relays,,20976,6591,186
"מרוץ תנ""ח תש""ח",28/09/2016,50k,,20977,6591,91
"מרוץ תנ""ח תש""ח",28/09/2016,70k,,20978,6591,44
מרוץ גיא,24/09/2016,10 קילומטר,,20944,6580,194
מרוץ גיא,24/09/2016,5 קילומטר,,20945,6580,230
מרוץ גיא,24/09/2016,3 קילומטר,,20946,6580,157
מרוץ גיא,24/09/2016,2 קילומטר ילדים,,20947,6580,247
בשביל הבנים הדרוזים,23/09/2016,"15 ק""מ",15K,20923,6577,340
בשביל הבנים הדרוזים,23/09/2016,"10 ק""מ",10K,24092,6577,853
בשביל הבנים הדרוזים,23/09/2016,"5 ק""מ",5K,24093,6577,630
מרוץ גבעתיים,23/09/2016,"10 ק""מ",10K,20926,6578,459
מרוץ גבעתיים,23/09/2016,"5 ק""מ",5K,20927,6578,597
